year,week,matchup_id,home_team_id,home_team_name,home_team_abbrev,home_score,away_team_id,away_team_name,away_team_abbrev,away_score,winner,playoff_type,is_playoff,margin,winning_team_id,winning_team_name,winning_score,losing_team_id,losing_team_name,losing_score
2024,13,76,12,Will trade for good player pun,JIM,94.0,13,We're Onto 2025,DUMP,96.32,AWAY,NONE,False,2.32,13,We're Onto 2025,96.32,12,Will trade for good player pun,94.0
2024,13,77,5,I'm Sorry Smith Jaxon,JSN,114.1,17,Hock Tuah,vkng,93.48,HOME,NONE,False,20.62,5,I'm Sorry Smith Jaxon,114.1,17,Hock Tuah,93.48
2024,13,78,14,Max Top Vic Bottom,GOLA,120.6,11,The Twins,MRVP,132.06,AWAY,NONE,False,11.46,11,The Twins,132.06,14,Max Top Vic Bottom,120.6
2024,14,79,9,Who Killed Charbonnet Ramsey,WAP,104.72,1,Clowntown Jabronis,JOOS,164.88,AWAY,NONE,False,60.16,1,Clowntown Jabronis,164.88,9,Who Killed Charbonnet Ramsey,104.72
2024,14,80,15,Tommy DeVito,kms,72.5,10,Fk it chuck it Game time shit,LYDE,103.56,AWAY,NONE,False,31.06,10,Fk it chuck it Game time shit,103.56,15,Tommy DeVito,72.5
2024,14,81,7,2F2F (RIP Rashee),CURT,136.4,12,Will trade for good player pun,JIM,60.66,HOME,NONE,False,75.74,7,2F2F (RIP Rashee),136.4,12,Will trade for good player pun,60.66
2024,14,82,13,We're Onto 2025,DUMP,98.42,5,I'm Sorry Smith Jaxon,JSN,139.98,AWAY,NONE,False,41.56,5,I'm Sorry Smith Jaxon,139.98,13,We're Onto 2025,98.42
2024,14,83,17,Hock Tuah,vkng,112.22,14,Max Top Vic Bottom,GOLA,100.46,HOME,NONE,False,11.76,17,Hock Tuah,112.22,14,Max Top Vic Bottom,100.46
2024,14,84,11,The Twins,MRVP,102.34,16,Prolapsed Jameis,Oops,127.02,AWAY,NONE,False,24.68,16,Prolapsed Jameis,127.02,11,The Twins,102.34
2024,15,85,5,I'm Sorry Smith Jaxon,JSN,111.48,1,Clowntown Jabronis,JOOS,153.58,AWAY,WINNERS_BRACKET,True,42.1,1,Clowntown Jabronis,153.58,5,I'm Sorry Smith Jaxon,111.48
2024,15,86,17,Hock Tuah,vkng,118.2,12,Will trade for good player pun,JIM,122.64,AWAY,WINNERS_BRACKET,True,4.44,12,Will trade for good player pun,122.64,17,Hock Tuah,118.2
2024,15,87,7,2F2F (RIP Rashee),CURT,128.66,11,The Twins,MRVP,96.2,HOME,WINNERS_BRACKET,True,32.46,7,2F2F (RIP Rashee),128.66,11,The Twins,96.2
2024,15,88,9,Who Killed Charbonnet Ramsey,WAP,121.9,10,Fk it chuck it Game time shit,LYDE,127.44,AWAY,WINNERS_BRACKET,True,5.54,10,Fk it chuck it Game time shit,127.44,9,Who Killed Charbonnet Ramsey,121.9
2024,15,89,16,Prolapsed Jameis,Oops,121.34,14,Max Top Vic Bottom,GOLA,84.16,HOME,LOSERS_CONSOLATION_LADDER,True,37.18,16,Prolapsed Jameis,121.34,14,Max Top Vic Bottom,84.16
2024,15,90,13,We're Onto 2025,DUMP,82.4,15,Tommy DeVito,kms,146.76,AWAY,LOSERS_CONSOLATION_LADDER,True,64.36,15,Tommy DeVito,146.76,13,We're Onto 2025,82.4
2024,16,91,12,Will trade for good player pun,JIM,128.96,1,Clowntown Jabronis,JOOS,109.46,HOME,WINNERS_BRACKET,True,19.5,12,Will trade for good player pun,128.96,1,Clowntown Jabronis,109.46
2024,16,92,7,2F2F (RIP Rashee),CURT,150.4,10,Fk it chuck it Game time shit,LYDE,118.28,HOME,WINNERS_BRACKET,True,32.12,7,2F2F (RIP Rashee),150.4,10,Fk it chuck it Game time shit,118.28
2024,16,93,5,I'm Sorry Smith Jaxon,JSN,144.62,9,Who Killed Charbonnet Ramsey,WAP,107.24,HOME,WINNERS_CONSOLATION_LADDER,True,37.38,5,I'm Sorry Smith Jaxon,144.62,9,Who Killed Charbonnet Ramsey,107.24
2024,16,94,17,Hock Tuah,vkng,75.38,11,The Twins,MRVP,145.72,AWAY,WINNERS_CONSOLATION_LADDER,True,70.34,11,The Twins,145.72,17,Hock Tuah,75.38
2024,16,95,16,Prolapsed Jameis,Oops,101.42,15,Tommy DeVito,kms,114.62,AWAY,LOSERS_CONSOLATION_LADDER,True,13.2,15,Tommy DeVito,114.62,16,Prolapsed Jameis,101.42
2024,16,96,14,Max Top Vic Bottom,GOLA,97.58,13,We're Onto 2025,DUMP,75.7,HOME,LOSERS_CONSOLATION_LADDER,True,21.88,14,Max Top Vic Bottom,97.58,13,We're Onto 2025,75.7
2024,17,97,7,2F2F (RIP Rashee),CURT,98.7,12,Will trade for good player pun,JIM,138.78,AWAY,WINNERS_BRACKET,True,40.08,12,Will trade for good player pun,138.78,7,2F2F (RIP Rashee),98.7
2024,17,98,10,Fk it chuck it Game time shit,LYDE,152.18,1,Clowntown Jabronis,JOOS,111.38,HOME,WINNERS_CONSOLATION_LADDER,True,40.8,10,Fk it chuck it Game time shit,152.18,1,Clowntown Jabronis,111.38
2024,17,99,5,I'm Sorry Smith Jaxon,JSN,175.58,11,The Twins,MRVP,110.46,HOME,WINNERS_CONSOLATION_LADDER,True,65.12,5,I'm Sorry Smith Jaxon,175.58,11,The Twins,110.46
2024,17,100,9,Who Killed Charbonnet Ramsey,WAP,74.1,17,Hock Tuah,vkng,94.82,AWAY,WINNERS_CONSOLATION_LADDER,True,20.72,17,Hock Tuah,94.82,9,Who Killed Charbonnet Ramsey,74.1
2024,17,101,14,Max Top Vic Bottom,GOLA,90.44,15,Tommy DeVito,kms,92.36,AWAY,LOSERS_CONSOLATION_LADDER,True,1.92,15,Tommy DeVito,92.36,14,Max Top Vic Bottom,90.44
2024,17,102,16,Prolapsed Jameis,Oops,98.78,13,We're Onto 2025,DUMP,96.86,HOME,LOSERS_CONSOLATION_LADDER,True,1.92,16,Prolapsed Jameis,98.78,13,We're Onto 2025,96.86
